timestamp,flags,gimbal_device_id,primary_control_sysid,primary_control_compid,secondary_control_sysid,secondary_control_compid
2873954535,0,0,255,190,0,0
2874004636,0,0,255,190,0,0
2874054470,0,0,255,190,0,0
2874104713,0,0,255,190,0,0
2874154506,0,0,255,190,0,0
2874204449,0,0,255,190,0,0
2874254880,0,0,255,190,0,0
2874304450,0,0,255,190,0,0
2874354446,0,0,255,190,0,0
2874404448,0,0,255,190,0,0
2874454718,0,0,255,190,0,0
2874506113,0,0,255,190,0,0
2874554454,0,0,255,190,0,0
2874604727,0,0,255,190,0,0
2874654451,0,0,255,190,0,0
2874704806,0,0,255,190,0,0
2874754444,0,0,255,190,0,0
2874805257,0,0,255,190,0,0
2874854504,0,0,255,190,0,0
2874904485,0,0,255,190,0,0
2874954445,0,0,255,190,0,0
2875004586,0,0,255,190,0,0
2875054444,0,0,255,190,0,0
2875104443,0,0,255,190,0,0
2875154815,0,0,255,190,0,0
2875204444,0,0,255,190,0,0
2875254676,0,0,255,190,0,0
2875304443,0,0,255,190,0,0
2875354450,0,0,255,190,0,0
2875404700,0,0,255,190,0,0
2875455234,0,0,255,190,0,0
2875505303,0,0,255,190,0,0
2875554930,0,0,255,190,0,0
2875604529,0,0,255,190,0,0
2875654443,0,0,255,190,0,0
2875704545,0,0,255,190,0,0
2875754777,0,0,255,190,0,0
2875804446,0,0,255,190,0,0
2875854952,0,0,255,190,0,0
2875905490,0,0,255,190,0,0
2875954680,0,0,255,190,0,0
2876004443,0,0,255,190,0,0
2876054444,0,0,255,190,0,0
2876105026,0,0,255,190,0,0
2876154468,0,0,255,190,0,0
2876205282,0,0,255,190,0,0
2876254923,0,0,255,190,0,0
2876304512,0,0,255,190,0,0
2876354444,0,0,255,190,0,0
2876404539,0,0,255,190,0,0
2876454445,0,0,255,190,0,0
2876504452,0,0,255,190,0,0
2876554870,0,0,255,190,0,0
2876604444,0,0,255,190,0,0
2876654797,0,0,255,190,0,0
2876704445,0,0,255,190,0,0
2876754505,0,0,255,190,0,0
2876804709,0,0,255,190,0,0
2876854491,0,0,255,190,0,0
2876905837,0,0,255,190,0,0
2876954533,0,0,255,190,0,0
2877004471,0,0,255,190,0,0
2877054449,0,0,255,190,0,0
2877104536,0,0,255,190,0,0
2877154688,0,0,255,190,0,0
2877204542,0,0,255,190,0,0
2877254757,0,0,255,190,0,0
2877305361,0,0,255,190,0,0
2877354780,0,0,255,190,0,0
2877404509,0,0,255,190,0,0
2877454477,0,0,255,190,0,0
2877504678,0,0,255,190,0,0
2877554576,0,0,255,190,0,0
2877604844,0,0,255,190,0,0
2877654564,0,0,255,190,0,0
2877704924,0,0,255,190,0,0
2877754470,0,0,255,190,0,0
2877804856,0,0,255,190,0,0
2877854444,0,0,255,190,0,0
2877904715,0,0,255,190,0,0
2877954688,0,0,255,190,0,0
2878004454,0,0,255,190,0,0
2878054479,0,0,255,190,0,0
2878104447,0,0,255,190,0,0
2878154448,0,0,255,190,0,0
2878204539,0,0,255,190,0,0
2878254482,0,0,255,190,0,0
2878304717,0,0,255,190,0,0
2878354926,0,0,255,190,0,0
2878405771,0,0,255,190,0,0
2878454583,0,0,255,190,0,0
2878504562,0,0,255,190,0,0
2878554745,0,0,255,190,0,0
2878604447,0,0,255,190,0,0
2878654774,0,0,255,190,0,0
2878705376,0,0,255,190,0,0
2878755014,0,0,255,190,0,0
2878806094,0,0,255,190,0,0
2878855292,0,0,255,190,0,0
2878904594,0,0,255,190,0,0
2878954885,0,0,255,190,0,0
2879005575,0,0,255,190,0,0
2879054755,0,0,255,190,0,0
2879104493,0,0,255,190,0,0
2879154519,0,0,255,190,0,0
2879204559,0,0,255,190,0,0
2879254470,0,0,255,190,0,0
2879304442,0,0,255,190,0,0
2879354807,0,0,255,190,0,0
2879406156,0,0,255,190,0,0
2879454720,0,0,255,190,0,0
2879506019,0,0,255,190,0,0
2879554447,0,0,255,190,0,0
2879604703,0,0,255,190,0,0
2879654586,0,0,255,190,0,0
2879705288,0,0,255,190,0,0
2879754582,0,0,255,190,0,0
2879804483,0,0,255,190,0,0
2879854473,0,0,255,190,0,0
2879904491,0,0,255,190,0,0
2879954517,0,0,255,190,0,0
2880004464,0,0,255,190,0,0
2880055351,0,0,255,190,0,0
2880105297,0,0,255,190,0,0
2880154637,0,0,255,190,0,0
2880205775,0,0,255,190,0,0
2880254444,0,0,255,190,0,0
2880304899,0,0,255,190,0,0
2880354443,0,0,255,190,0,0
2880405055,0,0,255,190,0,0
2880454484,0,0,255,190,0,0
2880504444,0,0,255,190,0,0
2880554444,0,0,255,190,0,0
2880604586,0,0,255,190,0,0
2880654495,0,0,255,190,0,0
2880706305,0,0,255,190,0,0
2880755182,0,0,255,190,0,0
2880804446,0,0,255,190,0,0
2880854700,0,0,255,190,0,0
2880904483,0,0,255,190,0,0
2880954474,0,0,255,190,0,0
2881004901,0,0,255,190,0,0
2881054942,0,0,255,190,0,0
2881106035,0,0,255,190,0,0
2881154770,0,0,255,190,0,0
2881204530,0,0,255,190,0,0
2881254445,0,0,255,190,0,0
2881304953,0,0,255,190,0,0
2881354494,0,0,255,190,0,0
2881404445,0,0,255,190,0,0
2881454945,0,0,255,190,0,0
2881504447,0,0,255,190,0,0
2881555060,0,0,255,190,0,0
2881606021,0,0,255,190,0,0
2881654476,0,0,255,190,0,0
2881704530,0,0,255,190,0,0
2881754793,0,0,255,190,0,0
2881805373,0,0,255,190,0,0
2881854790,0,0,255,190,0,0
2881904472,0,0,255,190,0,0
2881954472,0,0,255,190,0,0
2882004955,0,0,255,190,0,0
2882054443,0,0,255,190,0,0
2882104445,0,0,255,190,0,0
2882154707,0,0,255,190,0,0
2882204445,0,0,255,190,0,0
2882254641,0,0,255,190,0,0
2882304446,0,0,255,190,0,0
2882354575,0,0,255,190,0,0
2882404539,0,0,255,190,0,0
2882454553,0,0,255,190,0,0
2882506544,0,0,255,190,0,0
2882554535,0,0,255,190,0,0
2882605309,0,0,255,190,0,0
2882654477,0,0,255,190,0,0
2882705524,0,0,255,190,0,0
2882754596,0,0,255,190,0,0
2882804768,0,0,255,190,0,0
2882854731,0,0,255,190,0,0
2882904582,0,0,255,190,0,0
2882954707,0,0,255,190,0,0
2883004447,0,0,255,190,0,0
2883054448,0,0,255,190,0,0
2883104512,0,0,255,190,0,0
2883154873,0,0,255,190,0,0
2883205477,0,0,255,190,0,0
2883254777,0,0,255,190,0,0
2883305101,0,0,255,190,0,0
2883354444,0,0,255,190,0,0
2883406580,0,0,255,190,0,0
2883454595,0,0,255,190,0,0
2883504442,0,0,255,190,0,0
2883555989,0,0,255,190,0,0
2883605350,0,0,255,190,0,0
2883654688,0,0,255,190,0,0
2883705654,0,0,255,190,0,0
2883754686,0,0,255,190,0,0
2883805127,0,0,255,190,0,0
2883854449,0,0,255,190,0,0
2883904946,0,0,255,190,0,0
2883954727,0,0,255,190,0,0
2884004452,0,0,255,190,0,0
2884054513,0,0,255,190,0,0
2884104445,0,0,255,190,0,0
2884154447,0,0,255,190,0,0
2884204464,0,0,255,190,0,0
2884254759,0,0,255,190,0,0
2884304507,0,0,255,190,0,0
2884354717,0,0,255,190,0,0
2884404443,0,0,255,190,0,0
2884454445,0,0,255,190,0,0
2884505188,0,0,255,190,0,0
2884554445,0,0,255,190,0,0
2884605076,0,0,255,190,0,0
2884654450,0,0,255,190,0,0
2884704445,0,0,255,190,0,0
2884754477,0,0,255,190,0,0
2884804558,0,0,255,190,0,0
2884854536,0,0,255,190,0,0
2884905119,0,0,255,190,0,0
2884955030,0,0,255,190,0,0
2885005441,0,0,255,190,0,0
2885054682,0,0,255,190,0,0
2885104444,0,0,255,190,0,0
2885154563,0,0,255,190,0,0
2885204803,0,0,255,190,0,0
2885254444,0,0,255,190,0,0
2885305130,0,0,255,190,0,0
2885354545,0,0,255,190,0,0
2885405814,0,0,255,190,0,0
2885454452,0,0,255,190,0,0
2885504751,0,0,255,190,0,0
2885554545,0,0,255,190,0,0
2885604442,0,0,255,190,0,0
2885655099,0,0,255,190,0,0
2885704453,0,0,255,190,0,0
2885754709,0,0,255,190,0,0
2885806236,0,0,255,190,0,0
2885854566,0,0,255,190,0,0
2885904571,0,0,255,190,0,0
2885954447,0,0,255,190,0,0
2886005079,0,0,255,190,0,0
2886054444,0,0,255,190,0,0
2886104589,0,0,255,190,0,0
2886154449,0,0,255,190,0,0
2886204850,0,0,255,190,0,0
2886254443,0,0,255,190,0,0
2886304443,0,0,255,190,0,0
2886355229,0,0,255,190,0,0
2886404525,0,0,255,190,0,0
2886454831,0,0,255,190,0,0
2886504484,0,0,255,190,0,0
2886554546,0,0,255,190,0,0
2886604508,0,0,255,190,0,0
2886654449,0,0,255,190,0,0
2886705060,0,0,255,190,0,0
2886754816,0,0,255,190,0,0
2886804475,0,0,255,190,0,0
2886854446,0,0,255,190,0,0
2886904634,0,0,255,190,0,0
2886954450,0,0,255,190,0,0
2887004749,0,0,255,190,0,0
2887055034,0,0,255,190,0,0
2887104471,0,0,255,190,0,0
2887154792,0,0,255,190,0,0
2887204455,0,0,255,190,0,0
2887255037,0,0,255,190,0,0
2887304519,0,0,255,190,0,0
2887354454,0,0,255,190,0,0
2887405341,0,0,255,190,0,0
2887454696,0,0,255,190,0,0
2887504505,0,0,255,190,0,0
2887554481,0,0,255,190,0,0
2887604695,0,0,255,190,0,0
2887654452,0,0,255,190,0,0
2887704732,0,0,255,190,0,0
2887754746,0,0,255,190,0,0
2887804484,0,0,255,190,0,0
2887854756,0,0,255,190,0,0
2887904480,0,0,255,190,0,0
2887954447,0,0,255,190,0,0
2888004534,0,0,255,190,0,0
2888054576,0,0,255,190,0,0
2888104989,0,0,255,190,0,0
2888154815,0,0,255,190,0,0
2888204445,0,0,255,190,0,0
2888254448,0,0,255,190,0,0
2888304446,0,0,255,190,0,0
2888354445,0,0,255,190,0,0
2888404492,0,0,255,190,0,0
2888454758,0,0,255,190,0,0
2888504705,0,0,255,190,0,0
2888554706,0,0,255,190,0,0
2888604444,0,0,255,190,0,0
2888654445,0,0,255,190,0,0
2888704909,0,0,255,190,0,0
2888755148,0,0,255,190,0,0
2888805424,0,0,255,190,0,0
2888854482,0,0,255,190,0,0
2888904482,0,0,255,190,0,0
2888954506,0,0,255,190,0,0
2889005438,0,0,255,190,0,0
2889054454,0,0,255,190,0,0
2889105015,0,0,255,190,0,0
2889154715,0,0,255,190,0,0
2889204473,0,0,255,190,0,0
2889255474,0,0,255,190,0,0
2889305485,0,0,255,190,0,0
2889354472,0,0,255,190,0,0
2889404733,0,0,255,190,0,0
2889454446,0,0,255,190,0,0
2889504921,0,0,255,190,0,0
2889554493,0,0,255,190,0,0
2889604445,0,0,255,190,0,0
2889654475,0,0,255,190,0,0
2889704504,0,0,255,190,0,0
2889754585,0,0,255,190,0,0
2889804472,0,0,255,190,0,0
2889855869,0,0,255,190,0,0
2889904451,0,0,255,190,0,0
2889954597,0,0,255,190,0,0
2890005992,0,0,255,190,0,0
2890054813,0,0,255,190,0,0
2890105079,0,0,255,190,0,0
2890154445,0,0,255,190,0,0
2890205471,0,0,255,190,0,0
2890254450,0,0,255,190,0,0
2890304443,0,0,255,190,0,0
2890354444,0,0,255,190,0,0
2890404675,0,0,255,190,0,0
2890454475,0,0,255,190,0,0
2890504476,0,0,255,190,0,0
2890554748,0,0,255,190,0,0
2890604450,0,0,255,190,0,0
2890654773,0,0,255,190,0,0
2890704527,0,0,255,190,0,0
2890754445,0,0,255,190,0,0
2890805481,0,0,255,190,0,0
2890854445,0,0,255,190,0,0
2890905261,0,0,255,190,0,0
2890955456,0,0,255,190,0,0
2891004475,0,0,255,190,0,0
2891054447,0,0,255,190,0,0
2891104790,0,0,255,190,0,0
2891154451,0,0,255,190,0,0
2891206679,0,0,255,190,0,0
2891256237,0,0,255,190,0,0
2891305240,0,0,255,190,0,0
2891354805,0,0,255,190,0,0
2891404860,0,0,255,190,0,0
2891454448,0,0,255,190,0,0
2891504515,0,0,255,190,0,0
2891554445,0,0,255,190,0,0
2891606937,0,0,255,190,0,0
2891654511,0,0,255,190,0,0
2891704866,0,0,255,190,0,0
2891754445,0,0,255,190,0,0
2891804725,0,0,255,190,0,0
2891854445,0,0,255,190,0,0
2891904444,0,0,255,190,0,0
2891954838,0,0,255,190,0,0
2892004490,0,0,255,190,0,0
2892054898,0,0,255,190,0,0
2892104448,0,0,255,190,0,0
2892154525,0,0,255,190,0,0
2892204521,0,0,255,190,0,0
2892254513,0,0,255,190,0,0
2892305090,0,0,255,190,0,0
2892355290,0,0,255,190,0,0
2892404453,0,0,255,190,0,0
2892454446,0,0,255,190,0,0
2892504475,0,0,255,190,0,0
2892554445,0,0,255,190,0,0
2892604830,0,0,255,190,0,0
2892654801,0,0,255,190,0,0
2892704442,0,0,255,190,0,0
2892754706,0,0,255,190,0,0
2892804449,0,0,255,190,0,0
2892854445,0,0,255,190,0,0
2892904752,0,0,255,190,0,0
2892954857,0,0,255,190,0,0
2893005205,0,0,255,190,0,0
2893055140,0,0,255,190,0,0
2893104760,0,0,255,190,0,0
2893154450,0,0,255,190,0,0
2893204583,0,0,255,190,0,0
2893254445,0,0,255,190,0,0
2893304797,0,0,255,190,0,0
2893354704,0,0,255,190,0,0
2893404580,0,0,255,190,0,0
2893454598,0,0,255,190,0,0
2893504448,0,0,255,190,0,0
2893554476,0,0,255,190,0,0
2893604687,0,0,255,190,0,0
2893654756,0,0,255,190,0,0
2893705134,0,0,255,190,0,0
2893754972,0,0,255,190,0,0
2893804447,0,0,255,190,0,0
2893854834,0,0,255,190,0,0
2893904642,0,0,255,190,0,0
2893954717,0,0,255,190,0,0
2894004691,0,0,255,190,0,0
2894054772,0,0,255,190,0,0
2894104474,0,0,255,190,0,0
2894154580,0,0,255,190,0,0
2894205635,0,0,255,190,0,0
2894254698,0,0,255,190,0,0
2894304635,0,0,255,190,0,0
2894354782,0,0,255,190,0,0
2894405160,0,0,255,190,0,0
2894454447,0,0,255,190,0,0
2894504465,0,0,255,190,0,0
2894554817,0,0,255,190,0,0
2894604644,0,0,255,190,0,0
2894654505,0,0,255,190,0,0
2894704588,0,0,255,190,0,0
2894754762,0,0,255,190,0,0
2894804444,0,0,255,190,0,0
2894854726,0,0,255,190,0,0
2894904474,0,0,255,190,0,0
2894954444,0,0,255,190,0,0
2895004577,0,0,255,190,0,0
2895054447,0,0,255,190,0,0
2895105039,0,0,255,190,0,0
2895154510,0,0,255,190,0,0
2895204572,0,0,255,190,0,0
2895254449,0,0,255,190,0,0
2895304593,0,0,255,190,0,0
2895354453,0,0,255,190,0,0
2895404478,0,0,255,190,0,0
2895455162,0,0,255,190,0,0
2895504449,0,0,255,190,0,0
2895554583,0,0,255,190,0,0
2895604444,0,0,255,190,0,0
2895654447,0,0,255,190,0,0
2895704873,0,0,255,190,0,0
2895754482,0,0,255,190,0,0
2895805206,0,0,255,190,0,0
2895855279,0,0,255,190,0,0
2895904797,0,0,255,190,0,0
2895954445,0,0,255,190,0,0
2896004565,0,0,255,190,0,0
2896054451,0,0,255,190,0,0
2896104578,0,0,255,190,0,0
2896154885,0,0,255,190,0,0
2896204442,0,0,255,190,0,0
2896254700,0,0,255,190,0,0
2896304443,0,0,255,190,0,0
2896354447,0,0,255,190,0,0
2896404512,0,0,255,190,0,0
2896455002,0,0,255,190,0,0
2896505438,0,0,255,190,0,0
2896555461,0,0,255,190,0,0
2896604582,0,0,255,190,0,0
2896654474,0,0,255,190,0,0
2896704867,0,0,255,190,0,0
2896754467,0,0,255,190,0,0
2896804733,0,0,255,190,0,0
2896854828,0,0,255,190,0,0
2896904468,0,0,255,190,0,0
2896954692,0,0,255,190,0,0
2897004446,0,0,255,190,0,0
2897054643,0,0,255,190,0,0
2897104550,0,0,255,190,0,0
2897154883,0,0,255,190,0,0
2897205314,0,0,255,190,0,0
2897254452,0,0,255,190,0,0
2897304547,0,0,255,190,0,0
2897354445,0,0,255,190,0,0
2897404665,0,0,255,190,0,0
2897454485,0,0,255,190,0,0
2897504748,0,0,255,190,0,0
2897554682,0,0,255,190,0,0
2897604447,0,0,255,190,0,0
2897654482,0,0,255,190,0,0
2897704505,0,0,255,190,0,0
2897754987,0,0,255,190,0,0
2897804580,0,0,255,190,0,0
2897854524,0,0,255,190,0,0
2897905378,0,0,255,190,0,0
2897954522,0,0,255,190,0,0
2898004443,0,0,255,190,0,0
2898054741,0,0,255,190,0,0
2898104766,0,0,255,190,0,0
2898154448,0,0,255,190,0,0
2898204740,0,0,255,190,0,0
2898254641,0,0,255,190,0,0
2898304449,0,0,255,190,0,0
2898354599,0,0,255,190,0,0
2898406617,0,0,255,190,0,0
2898454473,0,0,255,190,0,0
2898504444,0,0,255,190,0,0
2898554472,0,0,255,190,0,0
2898605347,0,0,255,190,0,0
2898654574,0,0,255,190,0,0
2898704450,0,0,255,190,0,0
2898754452,0,0,255,190,0,0
2898804570,0,0,255,190,0,0
2898854451,0,0,255,190,0,0
2898904846,0,0,255,190,0,0
2898954900,0,0,255,190,0,0
2899004535,0,0,255,190,0,0
2899054727,0,0,255,190,0,0
2899104471,0,0,255,190,0,0
2899154451,0,0,255,190,0,0
2899205403,0,0,255,190,0,0
2899254446,0,0,255,190,0,0
2899304978,0,0,255,190,0,0
2899354766,0,0,255,190,0,0
2899405713,0,0,255,190,0,0
2899455807,0,0,255,190,0,0
2899505664,0,0,255,190,0,0
2899554451,0,0,255,190,0,0
2899604719,0,0,255,190,0,0
2899654746,0,0,255,190,0,0
2899704518,0,0,255,190,0,0
2899754546,0,0,255,190,0,0
2899804449,0,0,255,190,0,0
2899854452,0,0,255,190,0,0
2899904720,0,0,255,190,0,0
2899954468,0,0,255,190,0,0
2900007359,0,0,255,190,0,0
2900054467,0,0,255,190,0,0
2900104477,0,0,255,190,0,0
2900154783,0,0,255,190,0,0
2900204889,0,0,255,190,0,0
2900254638,0,0,255,190,0,0
2900304871,0,0,255,190,0,0
2900354765,0,0,255,190,0,0
2900404446,0,0,255,190,0,0
2900454567,0,0,255,190,0,0
2900504444,0,0,255,190,0,0
2900554448,0,0,255,190,0,0
2900604486,0,0,255,190,0,0
2900654487,0,0,255,190,0,0
2900705065,0,0,255,190,0,0
2900754500,0,0,255,190,0,0
2900804445,0,0,255,190,0,0
2900854710,0,0,255,190,0,0
2900905632,0,0,255,190,0,0
2900954479,0,0,255,190,0,0
2901004679,0,0,255,190,0,0
2901054751,0,0,255,190,0,0
2901104444,0,0,255,190,0,0
2901154635,0,0,255,190,0,0
2901205761,0,0,255,190,0,0
2901254468,0,0,255,190,0,0
2901304572,0,0,255,190,0,0
2901354741,0,0,255,190,0,0
2901405526,0,0,255,190,0,0
2901454488,0,0,255,190,0,0
2901504527,0,0,255,190,0,0
2901554826,0,0,255,190,0,0
2901605016,0,0,255,190,0,0
2901654444,0,0,255,190,0,0
2901704567,0,0,255,190,0,0
2901754768,0,0,255,190,0,0
2901804445,0,0,255,190,0,0
2901854793,0,0,255,190,0,0
2901904443,0,0,255,190,0,0
2901954574,0,0,255,190,0,0
2902004449,0,0,255,190,0,0
2902054448,0,0,255,190,0,0
2902105116,0,0,255,190,0,0
2902154548,0,0,255,190,0,0
2902204494,0,0,255,190,0,0
2902254733,0,0,255,190,0,0
2902304691,0,0,255,190,0,0
2902354449,0,0,255,190,0,0
2902404694,0,0,255,190,0,0
2902454867,0,0,255,190,0,0
2902504444,0,0,255,190,0,0
2902554853,0,0,255,190,0,0
2902604534,0,0,255,190,0,0
2902654567,0,0,255,190,0,0
2902704466,0,0,255,190,0,0
2902754445,0,0,255,190,0,0
2902805202,0,0,255,190,0,0
2902854912,0,0,255,190,0,0
2902904637,0,0,255,190,0,0
2902954648,0,0,255,190,0,0
2903004870,0,0,255,190,0,0
2903054444,0,0,255,190,0,0
2903104733,0,0,255,190,0,0
2903154772,0,0,255,190,0,0
2903204453,0,0,255,190,0,0
2903254547,0,0,255,190,0,0
2903304448,0,0,255,190,0,0
2903354446,0,0,255,190,0,0
2903404445,0,0,255,190,0,0
2903454446,0,0,255,190,0,0
2903505945,0,0,255,190,0,0
2903554551,0,0,255,190,0,0
2903604443,0,0,255,190,0,0
2903654753,0,0,255,190,0,0
2903704643,0,0,255,190,0,0
2903754444,0,0,255,190,0,0
2903804879,0,0,255,190,0,0
2903854842,0,0,255,190,0,0
2903904583,0,0,255,190,0,0
2903954510,0,0,255,190,0,0
2904004444,0,0,255,190,0,0
2904054444,0,0,255,190,0,0
2904104444,0,0,255,190,0,0
2904154445,0,0,255,190,0,0
2904205263,0,0,255,190,0,0
2904254453,0,0,255,190,0,0
2904304451,0,0,255,190,0,0
2904355418,0,0,255,190,0,0
2904405114,0,0,255,190,0,0
2904454466,0,0,255,190,0,0
2904504694,0,0,255,190,0,0
2904554870,0,0,255,190,0,0
2904604993,0,0,255,190,0,0
2904654483,0,0,255,190,0,0
2904704518,0,0,255,190,0,0
2904754449,0,0,255,190,0,0
2904805162,0,0,255,190,0,0
2904855066,0,0,255,190,0,0
2904904969,0,0,255,190,0,0
2904956299,0,0,255,190,0,0
2905004444,0,0,255,190,0,0
2905054740,0,0,255,190,0,0
2905104466,0,0,255,190,0,0
2905154528,0,0,255,190,0,0
2905204580,0,0,255,190,0,0
2905257799,0,0,255,190,0,0
2905304442,0,0,255,190,0,0
2905354455,0,0,255,190,0,0
2905404531,0,0,255,190,0,0
2905454555,0,0,255,190,0,0
2905504767,0,0,255,190,0,0
2905554445,0,0,255,190,0,0
2905605230,0,0,255,190,0,0
2905654476,0,0,255,190,0,0
2905705509,0,0,255,190,0,0
2905754721,0,0,255,190,0,0
2905804679,0,0,255,190,0,0
2905854471,0,0,255,190,0,0
2905904527,0,0,255,190,0,0
2905954735,0,0,255,190,0,0
2906004443,0,0,255,190,0,0
2906054725,0,0,255,190,0,0
2906105442,0,0,255,190,0,0
2906154504,0,0,255,190,0,0
2906204471,0,0,255,190,0,0
2906254446,0,0,255,190,0,0
2906305021,0,0,255,190,0,0
2906354450,0,0,255,190,0,0
2906404452,0,0,255,190,0,0
2906454728,0,0,255,190,0,0
2906505858,0,0,255,190,0,0
2906554483,0,0,255,190,0,0
2906604892,0,0,255,190,0,0
2906654977,0,0,255,190,0,0
2906704465,0,0,255,190,0,0
2906754751,0,0,255,190,0,0
2906804456,0,0,255,190,0,0
2906854450,0,0,255,190,0,0
2906904452,0,0,255,190,0,0
2906955219,0,0,255,190,0,0
2907005215,0,0,255,190,0,0
2907054510,0,0,255,190,0,0
2907104444,0,0,255,190,0,0
2907154587,0,0,255,190,0,0
2907204637,0,0,255,190,0,0
2907254444,0,0,255,190,0,0
2907304593,0,0,255,190,0,0
2907355160,0,0,255,190,0,0
2907404473,0,0,255,190,0,0
2907454523,0,0,255,190,0,0
2907504470,0,0,255,190,0,0
2907554732,0,0,255,190,0,0
2907604459,0,0,255,190,0,0
2907654744,0,0,255,190,0,0
2907705085,0,0,255,190,0,0
2907754687,0,0,255,190,0,0
2907804447,0,0,255,190,0,0
2907854679,0,0,255,190,0,0
2907904446,0,0,255,190,0,0
2907954478,0,0,255,190,0,0
2908006551,0,0,255,190,0,0
2908056277,0,0,255,190,0,0
2908104444,0,0,255,190,0,0
2908154462,0,0,255,190,0,0
2908204442,0,0,255,190,0,0
2908254474,0,0,255,190,0,0
2908304466,0,0,255,190,0,0
2908354554,0,0,255,190,0,0
2908405504,0,0,255,190,0,0
2908454797,0,0,255,190,0,0
2908504449,0,0,255,190,0,0
2908554640,0,0,255,190,0,0
2908604447,0,0,255,190,0,0
2908654447,0,0,255,190,0,0
2908705034,0,0,255,190,0,0
2908754648,0,0,255,190,0,0
2908804467,0,0,255,190,0,0
2908854444,0,0,255,190,0,0
2908904458,0,0,255,190,0,0
2908954469,0,0,255,190,0,0
2909004488,0,0,255,190,0,0
2909054505,0,0,255,190,0,0
2909104879,0,0,255,190,0,0
2909154515,0,0,255,190,0,0
2909204445,0,0,255,190,0,0
2909254876,0,0,255,190,0,0
2909304444,0,0,255,190,0,0
2909354463,0,0,255,190,0,0
2909404588,0,0,255,190,0,0
2909455088,0,0,255,190,0,0
2909504457,0,0,255,190,0,0
2909554491,0,0,255,190,0,0
2909605947,0,0,255,190,0,0
2909654470,0,0,255,190,0,0
2909704507,0,0,255,190,0,0
2909754577,0,0,255,190,0,0
2909805415,0,0,255,190,0,0
2909855068,0,0,255,190,0,0
2909904469,0,0,255,190,0,0
2909954742,0,0,255,190,0,0
2910004753,0,0,255,190,0,0
2910054445,0,0,255,190,0,0
2910104495,0,0,255,190,0,0
2910154773,0,0,255,190,0,0
2910204443,0,0,255,190,0,0
2910254448,0,0,255,190,0,0
2910304470,0,0,255,190,0,0
2910354449,0,0,255,190,0,0
2910404501,0,0,255,190,0,0
2910454445,0,0,255,190,0,0
2910505096,0,0,255,190,0,0
2910554468,0,0,255,190,0,0
2910604562,0,0,255,190,0,0
2910654738,0,0,255,190,0,0
2910705037,0,0,255,190,0,0
2910754700,0,0,255,190,0,0
2910804499,0,0,255,190,0,0
2910855210,0,0,255,190,0,0
2910905438,0,0,255,190,0,0
2910954549,0,0,255,190,0,0
2911004452,0,0,255,190,0,0
