timestamp,nav_state_timestamp,failsafe_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,armed_time,takeoff_time,nav_state,arming_state,hil_state,failsafe,failsafe_but_user_took_over,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,geofence_violated,failure_detector_status,latest_arming_reason,latest_disarming_reason
2873623981,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,0,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2874129227,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2874635019,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2875141140,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2875641935,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2876142342,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2876643454,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2877146921,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2877651160,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2878159155,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2878665269,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2879167307,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2879668637,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2880171236,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2880678954,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2881191064,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2881699580,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2882204297,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2882706037,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2883209910,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2883712450,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2884216300,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2884718968,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2885222091,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2885722246,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2886228679,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2886731185,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2887234907,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2887739979,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2888244050,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2888751517,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2889259766,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2889766073,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2890274069,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2890783808,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2891288433,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2891795776,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2892305297,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2892807388,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2893311065,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2893819725,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2894328969,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2894834202,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2895335058,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2895841257,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2896347049,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2896853194,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2897363107,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2897869006,2739087538,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,2,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2898102407,2898102402,305938683,1378467884,1377943564,1378844719,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2898607010,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2899112426,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2899618071,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2900120705,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2900626086,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2901128114,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2901634913,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2902144959,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2902647588,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2903152044,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2903653924,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2904156100,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2904664036,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2905170212,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2905672007,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2906173218,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2906676789,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2907178071,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2907686297,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2908189367,2898102402,305938683,1378467884,1377943564,1378861103,2870972641,2873702387,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2908698669,2898102402,305938683,1378467884,1377943564,1378844719,2870972641,0,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2909202284,2898102402,305938683,1378467884,1377943564,1378844719,2870972641,0,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2909713332,2898102402,305938683,1378467884,1377943564,1378844719,2870972641,0,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2910224003,2898102402,305938683,1378467884,1377943564,1378844719,2870972641,0,20,2,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2910670389,2898102402,305938683,1378467884,1377943564,1378844719,0,0,20,1,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
2910685048,2898102402,305938683,1378467884,1377910796,1110409263,0,0,20,1,0,0,0,14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
