timestamp,line_length,speed,tension,voltage,current,status,temperature
2873927866,0.0734085,0.0,0.0,44.85132,0.0,2,0
2874054867,0.0734085,0.0,0.0,44.805397,0.0,2,0
2874183616,0.0734085,0.0,0.0,44.744167,0.0,2,0
2874326621,0.0734085,0.0,0.0,44.682934,0.0,2,0
2874470350,0.0734085,0.0,0.0,44.621704,0.0,2,0
2874597859,0.0734085,0.0,0.0,44.529858,0.0,2,0
2874741552,0.0734085,0.0,0.0,44.39209,0.0,2,0
2874885234,0.0734085,0.0,0.0,44.31555,0.0,2,0
2875013931,0.0734085,0.0,0.0,44.361477,0.0,2,0
2875141863,0.0734085,0.0,0.0,44.31555,0.0,2,0
2875284914,0.0734085,0.0,0.0,44.4074,0.0,2,0
2875428853,0.0734085,0.0,0.0,44.4074,0.0,2,0
2875556025,0.0734085,0.0,0.0,44.45332,0.0,2,0
2875684093,0.0734085,0.0,0.0,44.438015,0.0,2,0
2875827865,0.0734085,0.0,0.0,44.422707,0.0,2,0
2875971924,0.0734085,0.0,0.0,44.438015,0.0,2,0
2876098873,0.0734085,0.0,0.0,44.422707,0.0,2,0
2876226870,0.0734085,0.0,0.0,44.26963,0.0,2,0
2876370690,0.0734085,0.0,0.0,44.34617,0.0,2,0
2876497885,0.0734085,0.0,0.0,44.468628,0.0,2,0
2876625868,0.0734085,0.0,0.0,44.37678,0.0,2,0
2876771231,0.0734085,0.0,0.0,44.26963,0.0,2,0
2876912854,0.0734085,0.0,0.0,44.39209,0.0,2,0
2877040865,0.0734085,0.0,0.0,44.560474,0.0,2,0
2877169932,0.0734085,0.0,0.0,44.682934,0.0,2,0
2877312948,0.0734085,0.0,0.0,44.560474,0.0,2,0
2877440578,0.0734085,0.0,0.0,44.37678,0.0,2,0
2877567972,0.0734085,0.0,0.0,44.468628,0.0,2,0
2877715546,0.0734085,0.0,0.0,44.560474,0.0,2,0
2877855749,0.0734085,0.0,0.0,44.483936,0.0,2,0
2877985159,0.0734085,0.0,0.0,44.147167,0.0,2,0
2878110921,0.0734085,0.0,0.0,44.31555,0.0,2,0
2878254865,0.0734085,0.0,0.0,44.438015,0.0,2,0
2878398857,0.0734085,0.0,0.0,44.300243,0.0,2,0
2878525867,0.0734085,0.0,0.0,44.39209,0.0,2,0
2878653860,0.0734085,0.0,0.0,44.499245,0.0,2,0
2878797269,0.0734085,0.0,0.0,44.37678,0.0,2,0
2878941067,0.0734085,0.0,0.0,44.31555,0.0,2,0
2879068861,0.0734085,0.0,0.0,44.37678,0.0,2,0
2879198571,0.0734085,0.0,0.0,44.31555,0.0,2,0
2879340852,0.0734085,0.0,0.0,44.37678,0.0,2,0
2879468857,0.0734085,0.0,0.0,44.606396,0.0,2,0
2879595854,0.0734085,0.0,0.0,44.2084,0.0,2,0
2879723857,0.0734085,0.0,0.0,44.33086,0.0,2,0
2879867938,0.0734085,0.0,0.0,44.39209,0.0,2,0
2879995450,0.0734085,0.0,0.0,44.438015,0.0,2,0
2880122644,0.0734085,0.0,0.0,44.34617,0.0,2,0
2880267541,0.0734085,0.0,0.0,44.34617,0.0,2,0
2880413928,0.0734085,0.0,0.0,44.37678,0.0,2,0
2880538883,0.0734085,0.0,0.0,44.33086,0.0,2,0
2880665435,0.0734085,0.0,0.0,44.33086,0.0,2,0
2880810380,0.0734085,0.0,0.0,44.37678,0.0,2,0
2880952859,0.0734085,0.0,0.0,44.31555,0.0,2,0
2881080526,0.0734085,0.0,0.0,44.34617,0.0,2,0
2881225041,0.0734085,0.0,0.0,44.33086,0.0,2,0
2881367846,0.0734085,0.0,0.0,44.34617,0.0,2,0
2881495859,0.0734085,0.0,0.0,44.422707,0.0,2,0
2881624382,0.0734085,0.0,0.0,44.4074,0.0,2,0
2881767993,0.0734085,0.0,0.0,44.422707,0.0,2,0
2881894996,0.0734085,0.0,0.0,44.26963,0.0,2,0
2882023185,0.0734085,0.0,0.0,44.33086,0.0,2,0
2882168066,0.0734085,0.0,0.0,44.31555,0.0,2,0
2882310966,0.0734085,0.0,0.0,44.37678,0.0,2,0
2882437856,0.0734085,0.0,0.0,44.31555,0.0,2,0
2882565865,0.0734085,0.0,0.0,44.31555,0.0,2,0
2882709862,0.0734085,0.0,0.0,44.239014,0.0,2,0
2882853939,0.0734085,0.0,0.0,44.131863,0.0,2,0
2882980860,0.0734085,0.0,0.0,44.361477,0.0,2,0
2883109194,0.0734085,0.0,0.0,44.300243,0.0,2,0
2883252909,0.0734085,0.0,0.0,44.26963,0.0,2,0
2883379866,0.0734085,0.0,0.0,44.34617,0.0,2,0
2883508815,0.0734085,0.0,0.0,44.34617,0.0,2,0
2883651913,0.0734085,0.0,0.0,44.34617,0.0,2,0
2883795864,0.0734085,0.0,0.0,44.26963,0.0,2,0
2883922616,0.0734085,0.0,0.0,44.34617,0.0,2,0
2884052224,0.0734085,0.0,0.0,44.33086,0.0,2,0
2884194568,0.0734085,0.0,0.0,44.361477,0.0,2,0
2884338162,0.0734085,0.0,0.0,44.177784,0.0,2,0
2884466068,0.0734085,0.0,0.0,44.300243,0.0,2,0
2884609850,0.0734085,0.0,0.0,44.31555,0.0,2,0
2884753861,0.0734085,0.0,0.0,44.26963,0.0,2,0
2884880855,0.0734085,0.0,0.0,44.254322,0.0,2,0
2885010774,0.0734085,0.0,0.0,44.33086,0.0,2,0
2885152862,0.0734085,0.0,0.0,44.28494,0.0,2,0
2885282775,0.0734085,0.0,0.0,44.254322,0.0,2,0
2885408862,0.0734085,0.0,0.0,44.254322,0.0,2,0
2885552426,0.0734085,0.0,0.0,44.223705,0.0,2,0
2885696865,0.0734085,0.0,0.0,44.223705,0.0,2,0
2885822862,0.0734085,0.0,0.0,44.2084,0.0,2,0
2885951058,0.0734085,0.0,0.0,44.239014,0.0,2,0
2886094038,0.0734085,0.0,0.0,44.254322,0.0,2,0
2886238861,0.0734085,0.0,0.0,44.177784,0.0,2,0
2886365882,0.0734085,0.0,0.0,44.26963,0.0,2,0
2886513088,0.0734085,0.0,0.0,44.131863,0.0,2,0
2886652961,0.0734085,0.0,0.0,44.193092,0.0,2,0
2886780856,0.0734085,0.0,0.0,44.147167,0.0,2,0
2886911151,0.0734085,0.0,0.0,44.31555,0.0,2,0
2887053843,0.0734085,0.0,0.0,44.162476,0.0,2,0
2887196872,0.0734085,0.0,0.0,44.239014,0.0,2,0
2887325696,0.0734085,0.0,0.0,44.085938,0.0,2,0
2887452493,0.0734085,0.0,0.0,44.254322,0.0,2,0
2887595973,0.0734085,0.0,0.0,44.26963,0.0,2,0
2887738912,0.0734085,0.0,0.0,44.223705,0.0,2,0
2887866848,0.0734085,0.0,0.0,44.193092,0.0,2,0
2888010934,0.0734085,0.0,0.0,44.254322,0.0,2,0
2888154944,0.0734085,0.0,0.0,44.361477,0.0,2,0
2888282279,0.0734085,0.0,0.0,44.28494,0.0,2,0
2888410720,0.0734085,0.0,0.0,44.193092,0.0,2,0
2888553861,0.0734085,0.0,0.0,44.28494,0.0,2,0
2888684128,0.0734085,0.0,0.0,44.177784,0.0,2,0
2888812926,0.0734085,0.0,0.0,44.193092,0.0,2,0
2888936857,0.0734085,0.0,0.0,44.28494,0.0,2,0
2889081315,0.0734085,0.0,0.0,44.254322,0.0,2,0
2889212554,0.0734085,0.0,0.0,44.193092,0.0,2,0
2889335672,0.0734085,0.0,0.0,44.223705,0.0,2,0
2889463861,0.0734085,0.0,0.0,44.254322,0.0,2,0
2889610860,0.0734085,0.0,0.0,44.26963,0.0,2,0
2889751630,0.0734085,0.0,0.0,44.193092,0.0,2,0
2889879058,0.0734085,0.0,0.0,44.223705,0.0,2,0
2890022861,0.0734085,0.0,0.0,44.193092,0.0,2,0
2890166928,0.0734085,0.0,0.0,44.177784,0.0,2,0
2890293859,0.0734085,0.0,0.0,44.254322,0.0,2,0
2890421997,0.0734085,0.0,0.0,44.177784,0.0,2,0
2890565185,0.0734085,0.0,0.0,44.116554,0.0,2,0
2890710410,0.0734085,0.0,0.0,44.2084,0.0,2,0
2890836863,0.0734085,0.0,0.0,44.254322,0.0,2,0
2890965422,0.0734085,0.0,0.0,44.254322,0.0,2,0
2891111158,0.0734085,0.0,0.0,44.193092,0.0,2,0
2891241293,0.0734085,0.0,0.0,44.147167,0.0,2,0
2891382476,0.0734085,0.0,0.0,44.254322,0.0,2,0
2891507644,0.0734085,0.0,0.0,44.193092,0.0,2,0
2891651906,0.0734085,0.0,0.0,44.162476,0.0,2,0
2891779195,0.0734085,0.0,0.0,44.239014,0.0,2,0
2891909678,0.0734085,0.0,0.0,44.147167,0.0,2,0
2892036022,0.0734085,0.0,0.0,44.131863,0.0,2,0
2892179181,0.0734085,0.0,0.0,44.193092,0.0,2,0
2892308866,0.0734085,0.0,0.0,44.177784,0.0,2,0
2892434200,0.0734085,0.0,0.0,44.177784,0.0,2,0
2892577343,0.0734085,0.0,0.0,44.28494,0.0,2,0
2892720858,0.0734085,0.0,0.0,44.193092,0.0,2,0
2892849230,0.0734085,0.0,0.0,44.162476,0.0,2,0
2892976702,0.0734085,0.0,0.0,44.162476,0.0,2,0
2893120851,0.0734085,0.0,0.0,44.254322,0.0,2,0
2893248741,0.0734085,0.0,0.0,44.162476,0.0,2,0
2893377457,0.0734085,0.0,0.0,44.2084,0.0,2,0
2893503096,0.0734085,0.0,0.0,44.193092,0.0,2,0
2893647869,0.0734085,0.0,0.0,44.116554,0.0,2,0
2893791073,0.0734085,0.0,0.0,44.116554,0.0,2,0
2893918866,0.0734085,0.0,0.0,44.239014,0.0,2,0
2894063195,0.0734085,0.0,0.0,44.193092,0.0,2,0
2894209954,0.0734085,0.0,0.0,44.239014,0.0,2,0
2894333925,0.0734085,0.0,0.0,44.239014,0.0,2,0
2894461929,0.0734085,0.0,0.0,44.31555,0.0,2,0
2894605871,0.0734085,0.0,0.0,44.162476,0.0,2,0
2894732850,0.0734085,0.0,0.0,44.116554,0.0,2,0
2894860982,0.0734085,0.0,0.0,44.162476,0.0,2,0
2895004128,0.0734085,0.0,0.0,44.239014,0.0,2,0
2895148858,0.0734085,0.0,0.0,44.2084,0.0,2,0
2895275803,0.0734085,0.0,0.0,44.147167,0.0,2,0
2895403919,0.0734085,0.0,0.0,44.223705,0.0,2,0
2895548059,0.0734085,0.0,0.0,44.26963,0.0,2,0
2895675400,0.0734085,0.0,0.0,44.193092,0.0,2,0
2895802551,0.0734085,0.0,0.0,44.085938,0.0,2,0
2895931324,0.0734085,0.0,0.0,44.33086,0.0,2,0
2896076393,0.0734085,0.0,0.0,44.147167,0.0,2,0
2896201664,0.0734085,0.0,0.0,44.147167,0.0,2,0
2896329875,0.0734085,0.0,0.0,44.193092,0.0,2,0
2896480411,0.0734085,0.0,0.0,44.147167,0.0,2,0
2896617862,0.0734085,0.0,0.0,44.162476,0.0,2,0
2896744934,0.0734085,0.0,0.0,44.26963,0.0,2,0
2896872860,0.0734085,0.0,0.0,44.177784,0.0,2,0
2897016770,0.0734085,0.0,0.0,44.177784,0.0,2,0
2897143859,0.0734085,0.0,0.0,44.28494,0.0,2,0
2897272696,0.0734085,0.0,0.0,44.147167,0.0,2,0
2897416192,0.0734085,0.0,0.0,44.2084,0.0,2,0
2897559398,0.0734085,0.0,0.0,44.07063,0.0,2,0
2897688100,0.0734085,0.0,0.0,44.147167,0.0,2,0
2897814913,0.0734085,0.0,0.0,44.177784,0.0,2,0
2897958906,0.0734085,0.0,0.0,44.162476,0.0,2,0
2898085602,0.0734085,0.0,0.0,44.131863,0.0,2,0
2898216271,0.0734085,0.0,0.0,44.28494,0.0,2,0
2898341890,0.0734085,0.0,0.0,44.0094,0.0,2,0
2898485868,0.0734085,0.0,0.0,44.131863,0.0,2,0
2898628863,0.0734085,0.0,0.0,44.147167,0.0,2,0
2898757004,0.0734085,0.0,0.0,44.254322,0.0,2,0
2898900626,0.0734085,0.0,0.0,44.254322,0.0,2,0
2899044734,0.0734085,0.0,0.0,44.131863,0.0,2,0
2899174154,0.0734085,0.0,0.0,44.085938,0.0,2,0
2899302948,0.0734085,0.0,0.0,44.193092,0.0,2,0
2899447328,0.0734085,0.0,0.0,44.177784,0.0,2,0
2899572898,0.0734085,0.0,0.0,44.162476,0.0,2,0
2899699337,0.0734085,0.0,0.0,44.116554,0.0,2,0
2899828011,0.0734085,0.0,0.0,44.101246,0.0,2,0
2899971137,0.0734085,0.0,0.0,44.162476,0.0,2,0
2900098004,0.0734085,0.0,0.0,44.147167,0.0,2,0
2900226324,0.0734085,0.0,0.0,44.193092,0.0,2,0
2900369569,0.0734085,0.0,0.0,44.239014,0.0,2,0
2900513006,0.0734085,0.0,0.0,44.223705,0.0,2,0
2900642212,0.0734085,0.0,0.0,44.28494,0.0,2,0
2900768507,0.0734085,0.0,0.0,44.438015,0.0,2,0
2900911916,0.0734085,0.0,0.0,44.254322,0.0,2,0
2901040927,0.0734085,0.0,0.0,44.0094,0.0,2,0
2901167377,0.0734085,0.0,0.0,44.147167,0.0,2,0
2901311422,0.0734085,0.0,0.0,43.94817,0.0,2,0
2901454728,0.0734085,0.0,0.0,44.116554,0.0,2,0
2901583485,0.0734085,0.0,0.0,44.26963,0.0,2,0
2901710922,0.0734085,0.0,0.0,44.147167,0.0,2,0
2901854964,0.0734085,0.0,0.0,44.177784,0.0,2,0
2901999312,0.0734085,0.0,0.0,44.116554,0.0,2,0
2902125312,0.0734085,0.0,0.0,44.147167,0.0,2,0
2902270346,0.0734085,0.0,0.0,44.131863,0.0,2,0
2902412659,0.0734085,0.0,0.0,44.147167,0.0,2,0
2902541138,0.0734085,0.0,0.0,44.085938,0.0,2,0
2902668976,0.0734085,0.0,0.0,44.193092,0.0,2,0
2902811916,0.0734085,0.0,0.0,44.131863,0.0,2,0
2902939858,0.0734085,0.0,0.0,44.131863,0.0,2,0
2903067868,0.0734085,0.0,0.0,44.147167,0.0,2,0
2903211241,0.0734085,0.0,0.0,44.177784,0.0,2,0
2903355670,0.0734085,0.0,0.0,44.147167,0.0,2,0
2903482928,0.0734085,0.0,0.0,44.116554,0.0,2,0
2903612863,0.0734085,0.0,0.0,44.147167,0.0,2,0
2903756046,0.0734085,0.0,0.0,44.223705,0.0,2,0
2903897868,0.0734085,0.0,0.0,44.055325,0.0,2,0
2904026760,0.0734085,0.0,0.0,44.116554,0.0,2,0
2904153869,0.0734085,0.0,0.0,44.024708,0.0,2,0
2904298199,0.0734085,0.0,0.0,44.254322,0.0,2,0
2904440853,0.0734085,0.0,0.0,44.177784,0.0,2,0
2904569526,0.0734085,0.0,0.0,44.193092,0.0,2,0
2904698346,0.0734085,0.0,0.0,44.131863,0.0,2,0
2904843781,0.0734085,0.0,0.0,44.101246,0.0,2,0
2904968349,0.0734085,0.0,0.0,44.147167,0.0,2,0
2905096029,0.0734085,0.0,0.0,44.147167,0.0,2,0
2905223726,0.0734085,0.0,0.0,44.177784,0.0,2,0
2905368272,0.0734085,0.0,0.0,44.162476,0.0,2,0
2905495866,0.0734085,0.0,0.0,44.2084,0.0,2,0
2905623534,0.0734085,0.0,0.0,44.2084,0.0,2,0
2905767467,0.0734085,0.0,0.0,44.116554,0.0,2,0
2905909857,0.0734085,0.0,0.0,44.254322,0.0,2,0
2906038071,0.0734085,0.0,0.0,44.177784,0.0,2,0
2906165860,0.0734085,0.0,0.0,44.193092,0.0,2,0
2906309717,0.0734085,0.0,0.0,44.162476,0.0,2,0
2906436856,0.0734085,0.0,0.0,44.300243,0.0,2,0
2906564903,0.0734085,0.0,0.0,44.239014,0.0,2,0
2906709858,0.0734085,0.0,0.0,44.34617,0.0,2,0
2906852313,0.0734085,0.0,0.0,44.239014,0.0,2,0
2906979864,0.0734085,0.0,0.0,44.254322,0.0,2,0
2907107884,0.0734085,0.0,0.0,44.28494,0.0,2,0
2907252074,0.0734085,0.0,0.0,44.300243,0.0,2,0
2907396014,0.0734085,0.0,0.0,44.28494,0.0,2,0
2907522594,0.0734085,0.0,0.0,44.300243,0.0,2,0
2907650348,0.0734085,0.0,0.0,44.34617,0.0,2,0
2907794935,0.0734085,0.0,0.0,44.37678,0.0,2,0
2907939206,0.0734085,0.0,0.0,44.39209,0.0,2,0
2908065278,0.0734085,0.0,0.0,44.71355,0.0,2,0
2908210980,0.0734085,0.0,0.0,44.65232,0.0,2,0
2908336889,0.0734085,0.0,0.0,44.606396,0.0,2,0
2908465974,0.0734085,0.0,0.0,44.606396,0.0,2,0
2908592854,0.0734085,0.0,0.0,44.606396,0.0,2,0
2908737057,0.0734085,0.0,0.0,44.66763,0.0,2,0
2908880327,0.0734085,0.0,0.0,44.682934,0.0,2,0
2909008860,0.0734085,0.0,0.0,44.637012,0.0,2,0
2909152035,0.0734085,0.0,0.0,44.682934,0.0,2,0
2909295248,0.0734085,0.0,0.0,44.682934,0.0,2,0
2909423066,0.0734085,0.0,0.0,44.66763,0.0,2,0
2909550868,0.0734085,0.0,0.0,44.66763,0.0,2,0
2909694856,0.0734085,0.0,0.0,44.698242,0.0,2,0
2909838507,0.0734085,0.0,0.0,44.682934,0.0,2,0
2909966202,0.0734085,0.0,0.0,44.698242,0.0,2,0
2910094428,0.0734085,0.0,0.0,44.682934,0.0,2,0
2910238108,0.0734085,0.0,0.0,44.682934,0.0,2,0
2910380857,0.0734085,0.0,0.0,44.682934,0.0,2,0
2910509173,0.0734085,0.0,0.0,44.621704,0.0,2,0
2910653083,0.0734085,0.0,0.0,44.72886,0.0,2,0
2910795863,0.0734085,0.0,0.0,44.682934,0.0,2,0
2910923902,0.0734085,0.0,0.0,44.72886,0.0,2,0
